"Field name ( Ignore this for this experiment)"	"Experiment number"	"Plot number"	"Sub plot number"	"Treatment number"	"Species and percent seed of total planted"	"Soil totaln N (mg/kg)(1989 samples)"	"Year"	"Species Name"	"Maximum species height (cm)"	"Median species height (cm)"	"Species Above ground biomass(g/m2)"	"Species proportion of total biomass"	"Date"	"Biomass"	"Prop"
E	55	2	3	10	PV30AS70	1883.5001	1989	PANICUM VIRGATUM (PV)	 	 	18.799999	0.175047	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	MISCELLANEOUS LITTER	 	 	10.46	 	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	AGROPYRON SMITHII (AS)	 	 	93.199997	0.743459	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	BOUTELOUA GRACILIS (BG)	 	 	32.16	0.256541	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	MISCELLANEOUS LITTER	 	 	10.599999	 	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	PANICUM VIRGATUM (PV)	 	 	83.999992	1	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	MISCELLANEOUS LITTER	 	 	6.88	 	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	34.200001	0.3905	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	AGROPYRON SMITHII (AS)	 	 	53.379997	0.6095	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	MISCELLANEOUS LITTER	 	 	14.2	 	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	PANICUM VIRGATUM (PV)	 	 	35.639999	0.45194	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	BUCHLOE DACTYLOIDES (BD)	 	 	43.220001	0.54806	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	MISCELLANEOUS LITTER	 	 	8.2	 	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	85.600006	0.769784	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	BOUTELOUA GRACILIS (BG)	 	 	25.599998	0.230216	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	MISCELLANEOUS LITTER	 	 	9.599999	 	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	58.799999	0.847262	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	BOUTELOUA GRACILIS (BG)	 	 	10.599999	0.152738	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	MISCELLANEOUS LITTER	 	 	9.4	 	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	ANDROPOGON GERARDI(AG)	 	 	60.599998	0.961905	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	BOUTELOUA GRACILIS (BG)	 	 	2.4	0.038095	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	MISCELLANEOUS LITTER	 	 	4.98	 	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	PANICUM VIRGATUM (PV)	 	 	15.679999	0.319088	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	BOUTELOUA GRACILIS (BG)	 	 	33.459999	0.680912	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	MISCELLANEOUS LITTER	 	 	6	 	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	PANICUM VIRGATUM (PV)	 	 	94.599998	0.831283	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	BUCHLOE DACTYLOIDES (BD)	 	 	19.199999	0.168717	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	MISCELLANEOUS LITTER	 	 	5.8	 	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	42.399998	1	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	MISCELLANEOUS LITTER	 	 	11.2	 	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	AGROPYRON SMITHII (AS)	 	 	85	0.87269	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	BOUTELOUA GRACILIS (BG)	 	 	12.4	0.12731	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	MISCELLANEOUS LITTER	 	 	10.78	 	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	6.1	0.082499	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	AGROPYRON SMITHII (AS)	 	 	67.839996	0.917501	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	MISCELLANEOUS LITTER	 	 	7.2	 	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	16.4	0.164659	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	AGROPYRON SMITHII (AS)	 	 	29.799999	0.299197	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	PANICUM VIRGATUM (PV)	 	 	51	0.512048	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	BOUTELOUA GRACILIS (BG)	 	 	2.4	0.024096	 	 	 
E	55	2	16	20	PV25SS25AS25BG25	1858.2999	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	17	3	AS100	1771	1989	MISCELLANEOUS LITTER	 	 	5.8	 	 	 	 
E	55	2	17	3	AS100	1771	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	AGROPYRON SMITHII (AS)	 	 	93.400002	1	 	 	 
E	55	2	17	3	AS100	1771	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	17	3	AS100	1771	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	MISCELLANEOUS LITTER	 	 	4	 	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	PANICUM VIRGATUM (PV)	 	 	92.200005	0.980851	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	BOUTELOUA GRACILIS (BG)	 	 	1.8	0.019149	 	 	 
E	55	2	18	13	PV70BG30	2116.6001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	MISCELLANEOUS LITTER	 	 	7	 	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	25.480001	0.407941	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	PANICUM VIRGATUM (PV)	 	 	36.98	0.592059	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	19	8	PV30SS70	1907.1	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	MISCELLANEOUS LITTER	 	 	4.6	 	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	AGROPYRON SMITHII (AS)	 	 	23.32	0.272685	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	PANICUM VIRGATUM (PV)	 	 	62.199997	0.727315	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	20	11	PV70AS30	2326.7	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	21	2	SS100	2033.1	1989	MISCELLANEOUS LITTER	 	 	4.9	 	 	 	 
E	55	2	21	2	SS100	2033.1	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	58.799999	1	 	 	 
E	55	2	21	2	SS100	2033.1	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	21	2	SS100	2033.1	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	22	5	AG100	2134.5	1989	MISCELLANEOUS LITTER	 	 	28.199999	 	 	 	 
E	55	2	22	5	AG100	2134.5	1989	ANDROPOGON GERARDI(AG)	 	 	89.799995	1	 	 	 
E	55	2	22	5	AG100	2134.5	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	22	5	AG100	2134.5	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	MISCELLANEOUS LITTER	 	 	8.54	 	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	13.200001	0.085271	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	PANICUM VIRGATUM (PV)	 	 	141.599991	0.914729	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	23	9	PV70SS30	2401.8	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	MISCELLANEOUS LITTER	 	 	12.4	 	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	35	0.189189	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	AGROPYRON SMITHII (AS)	 	 	51.599998	0.278919	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	PANICUM VIRGATUM (PV)	 	 	89.799995	0.485405	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	BOUTELOUA GRACILIS (BG)	 	 	8.6	0.046486	 	 	 
E	55	3	1	20	PV25SS25AS25BG25	2830.1001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	MISCELLANEOUS LITTER	 	 	27.200001	 	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	PANICUM VIRGATUM (PV)	 	 	44.400002	0.203111	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	BUCHLOE DACTYLOIDES (BD)	 	 	174.199997	0.796889	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	3	2	24	BD70PV30	2808.2002	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	MISCELLANEOUS LITTER	 	 	15.2	 	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	PANICUM VIRGATUM (PV)	 	 	45.799999	0.491416	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	BOUTELOUA GRACILIS (BG)	 	 	47.399998	0.508584	 	 	 
E	55	3	3	12	PV30BG70	2729.6001	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	MISCELLANEOUS LITTER	 	 	15.2	 	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	PANICUM VIRGATUM (PV)	 	 	110.400002	0.584746	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	BUCHLOE DACTYLOIDES (BD)	 	 	78.400002	0.415254	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	3	4	23	BD30PV70	2766.7998	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	MISCELLANEOUS LITTER	 	 	21.400002	 	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	10.4	0.055026	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	PANICUM VIRGATUM (PV)	 	 	178.600006	0.944974	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	3	5	9	PV70SS30	2942.5999	1989	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	3	6	15	SS70AS30	2885.2998	1989	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	3	6	15	SS70AS30	2885.2998	1989	MISCELLANEOUS LITTER	 	 	16.799999	 	 	 	 
E	55	3	6	15	SS70AS30	2885.2998	1989	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	3	6	15	SS70AS30	2885.2998	1989	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	59.599998	0.333333	 	 	 
